Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Spent,Living_Status,Children
0,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,2074,0,0
2,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,467,1,0
0,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,257,1,1
0,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,1146,1,0
1,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,689,0,1
1,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,2114,0,0
1,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,1717,1,0
1,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,1346,1,0
1,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,1044,1,0
1,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,493,0,1
0,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,957,0,0
1,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,270,1,1
2,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,29,1,0
1,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,121,0,2
1,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,126,1,2
0,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,23,0,0
1,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,57,0,2
0,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,636,0,0
0,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,1004,1,0
0,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,734,0,1
0,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,614,1,2
0,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1453,0,1
1,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,1621,0,0
1,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,187,0,1
0,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1443,1,1
1,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,57,0,1
0,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,637,0,1
1,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,948,1,1
1,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,59,1,1
0,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,18,1,1
1,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,903,0,1
0,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,112,0,1
0,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,596,1,0
0,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,233,1,1
1,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,1511,1,0
2,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,1152,0,0
0,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,48,1,1
0,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,1185,0,1
0,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,21,0,2
1,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,965,1,1
0,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,869,1,0
1,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,16,1,1
0,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,1947,1,0
0,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,71,1,1
0,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,65,1,1
0,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,1380,1,0
1,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,1027,0,0
1,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,411,1,3
0,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,836,1,0
1,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,11,0,2
1,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,480,1,2
0,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,606,1,2
1,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,284,0,3
0,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,1472,0,2
0,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,1677,1,0
0,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,1335,1,1
1,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,334,1,1
2,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,18,1,1
0,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,1338,1,1
1,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,1099,0,1
1,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,97,1,2
1,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,63,0,3
2,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,109,1,1
0,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,902,1,0
0,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,1574,1,0
2,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,38,1,1
0,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,960,0,0
0,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,28,0,1
2,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1215,1,0
1,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,1497,1,0
1,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,449,1,1
0,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,1064,0,1
0,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,1757,1,0
0,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,1440,1,0
2,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,1006,1,0
1,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,1226,1,1
0,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,1171,1,1
1,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,92,1,1
1,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,99,1,1
2,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,66,1,1
0,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,564,0,2
1,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,1427,1,0
1,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,86,0,1
0,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,833,0,0
0,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,242,1,1
0,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,1869,1,0
0,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,1364,1,0
2,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,183,1,1
1,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,450,1,1
0,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,758,1,1
1,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,1507,1,0
0,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,654,0,2
0,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,81,1,2
1,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,137,1,1
0,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,16,1,2
1,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,93,0,1
1,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,1158,1,0
1,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,43,0,2
0,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,1525,0,1
1,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,1230,0,0
0,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,29,1,2
0,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,25,0,1
0,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,24,1,1
0,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,38,1,1
2,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,57,1,1
1,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,47,1,2
1,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,813,0,1
1,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,629,1,1
0,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,377,0,1
1,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,1612,1,0
1,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,729,1,0
0,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,50,0,0
0,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,270,1,2
0,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,177,0,1
1,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,315,0,0
1,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,767,1,1
2,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,1071,0,1
0,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,1580,1,0
0,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,60,1,1
1,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,573,1,1
0,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,41,0,2
0,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,170,1,2
1,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,1167,0,0
0,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,1526,1,0
1,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,458,1,2
1,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,63,1,1
0,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,405,1,1
0,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,1027,1,2
0,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,1478,0,1
0,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,72,1,0
0,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,48,0,1
0,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,726,0,0
1,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,860,1,1
1,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,1497,1,0
1,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,495,1,1
0,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,20,1,2
0,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,570,0,0
0,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,769,1,1
2,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,55,1,1
1,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,1808,0,0
0,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,55,1,1
0,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,577,0,0
0,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,162,1,0
0,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,1957,1,1
2,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,1576,0,1
0,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,1616,1,3
0,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,36,0,3
1,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,1482,0,1
0,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,22,1,1
1,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,63,0,2
0,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,680,0,0
1,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,542,1,2
2,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,50,1,1
0,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,39,1,2
0,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,1043,1,1
1,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,385,0,1
0,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,1633,0,0
2,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,46,0,1
0,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,761,0,1
0,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,76,1,2
0,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,290,1,1
0,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,89,0,1
0,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,70,1,1
2,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,1066,1,0
0,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,2009,1,0
2,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,1345,0,0
1,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,764,0,1
0,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,195,0,1
0,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,53,1,2
0,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,368,0,1
1,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,544,1,1
2,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1853,1,0
1,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,35,1,2
1,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,446,1,1
0,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,1180,0,1
1,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,41,1,1
0,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,727,1,2
0,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,40,1,2
2,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,1062,1,0
0,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,40,1,1
1,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,292,1,2
0,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,15,1,0
2,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,341,1,1
2,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,369,0,1
1,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,401,1,1
1,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,393,0,1
1,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,10,0,2
0,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,486,1,1
0,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,69,1,1
1,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,1727,1,0
0,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,995,0,1
0,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,45,1,1
2,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,182,0,2
1,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,989,1,1
0,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1677,1,0
1,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,595,0,2
0,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,156,1,1
1,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,1226,0,0
2,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,128,1,1
0,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,86,0,1
0,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,68,1,1
0,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,16,0,2
2,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,55,1,2
1,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,2114,0,0
1,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,2018,1,0
1,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,263,0,3
0,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,55,1,2
0,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,564,1,2
1,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,1281,0,0
0,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,83,1,1
1,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,353,0,2
0,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,1003,1,0
2,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,14,0,1
1,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,902,0,0
1,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,1139,0,1
0,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,797,1,1
0,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,1638,0,1
1,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,401,1,1
0,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,84,0,1
0,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,928,1,0
0,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,203,0,1
0,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,858,1,0
0,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,409,1,0
0,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,282,1,3
0,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,1423,0,0
0,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,1449,0,0
0,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,28,0,1
0,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,67,1,1
1,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,199,1,0
1,78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,1453,0,0
0,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,1253,1,0
1,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,1198,0,1
1,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,178,1,1
0,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,1990,0,0
0,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,976,1,0
1,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,1001,1,0
1,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,1919,1,0
2,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,350,0,1
1,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,1650,0,0
1,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,46,1,2
0,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,1228,0,0
1,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,95,0,1
1,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,62,1,2
0,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,1761,1,1
1,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,467,1,0
0,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,1149,1,0
2,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,2052,0,0
0,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,1127,0,0
1,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,1416,1,1
1,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,1113,1,0
0,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,125,0,1
1,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,966,0,1
2,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,32,1,1
0,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,833,0,0
1,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,46,1,1
0,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,960,1,0
1,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,1829,1,1
0,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,779,0,1
1,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,811,0,1
2,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,1120,0,2
1,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,725,1,1
0,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,1187,0,0
0,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,2302,1,0
2,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,66,0,0
1,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,1250,1,0
2,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,683,1,1
0,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,305,0,2
0,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,50,1,1
2,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,995,0,1
1,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,41,1,1
1,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,77,1,2
1,44051.0,1,1,20,79,7,58,6,3,18,4,3,1,4,6,171,0,2
1,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,131,0,2
1,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,54,1,2
1,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,53,1,2
0,59754.0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,475,1,1
0,53700.0,0,1,94,263,5,233,69,41,83,4,5,5,8,5,694,0,1
0,59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,96,1,2
1,54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,361,0,1
0,70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,1079,0,1
1,52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,578,0,1
1,41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,64,1,1
1,40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,149,1,1
0,50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,231,1,2
0,54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,728,1,1
0,92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,1778,1,0
0,33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,93,1,1
1,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,23,1,1
0,44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,662,1,1
0,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,1198,1,0
1,40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,81,1,3
2,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,92,1,1
2,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,491,0,1
1,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,1564,1,0
0,83715.0,0,0,2,318,8,407,150,35,8,1,2,8,13,0,926,1,0
1,82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,1910,1,0
1,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,411,1,3
0,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,94,1,2
0,53103.0,0,1,70,729,17,133,11,0,195,5,10,6,7,7,1085,1,1
2,46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,23,0,2
0,4861.0,0,0,20,2,1,1,1,0,1,0,0,0,0,14,6,0,0
1,33462.0,1,0,78,22,3,18,0,0,11,1,2,0,3,7,54,0,1
0,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,1150,0,1
0,80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,1415,1,0
1,65352.0,0,1,43,284,3,84,4,7,23,2,4,2,8,4,405,1,1
1,82170.0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,1908,1,0
0,75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,2486,1,0
2,79689.0,0,0,65,311,26,640,180,37,121,1,4,9,13,2,1315,0,0
1,35340.0,1,1,1,27,0,12,0,1,5,2,2,0,3,5,45,0,2
0,85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,1789,0,0
2,24884.0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,19,1,1
1,42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,573,1,1
0,64449.0,1,0,70,218,63,282,137,35,70,4,5,3,12,4,805,0,1
0,64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,108,0,2
0,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,23,0,0
0,75437.0,0,0,25,795,0,545,95,58,0,1,8,4,10,6,1493,1,0
0,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,89,1,2
0,52845.0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,936,1,1
0,46086.0,0,1,34,244,8,32,7,2,50,4,3,1,8,4,343,0,1
1,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,528,0,1
1,95169.0,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,1901,0,0
2,56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,724,1,2
0,22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,58,1,1
1,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,297,1,1
0,36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,488,0,1
1,65569.0,0,1,96,397,46,288,20,38,70,2,6,5,10,3,859,1,1
0,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,1574,1,0
0,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,69,1,2
1,36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,17,0,2
0,77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,2194,1,1
1,49187.0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,116,1,1
0,30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,279,0,1
1,34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,103,1,1
1,38196.0,1,1,20,30,0,11,0,0,3,3,2,0,4,5,44,1,2
1,59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,406,1,0
